time,ax,ay,az,wx,wy,wz
2024-03-24 16:24:43.5100,0.96,0.89,-0.09,0.17,0.14,-0.52
2024-03-24 16:24:43.5200,0.98,0.72,-0.2,0.2,0.17,-0.54
2024-03-24 16:24:43.5300,0.96,0.56,-0.22,0.21,0.21,-0.56
2024-03-24 16:24:43.5400,0.93,0.54,-0.28,0.23,0.24,-0.56
2024-03-24 16:24:43.5500,0.96,0.64,-0.36,0.26,0.25,-0.53
2024-03-24 16:24:43.5600,0.9,0.73,-0.41,0.33,0.23,-0.49
2024-03-24 16:24:43.5700,0.78,0.84,-0.44,0.4,0.2,-0.47
2024-03-24 16:24:43.5800,0.63,0.93,-0.42,0.49,0.13,-0.47
2024-03-24 16:24:43.5900,0.47,0.9,-0.39,0.59,-0.0,-0.52
2024-03-24 16:24:43.6000,0.32,0.8,-0.35,0.67,-0.2,-0.6
2024-03-24 16:24:43.6100,0.24,0.61,-0.26,0.72,-0.42,-0.72
2024-03-24 16:24:43.6200,0.14,0.32,0.02,0.66,-0.67,-0.85
2024-03-24 16:24:43.6300,0.22,0.02,0.47,0.46,-0.85,-0.97
2024-03-24 16:24:43.6400,0.47,-0.24,0.72,0.16,-0.92,-1.03
2024-03-24 16:24:43.6500,0.83,-0.5,0.98,-0.22,-0.86,-0.99
2024-03-24 16:24:43.6600,1.12,-0.6,1.25,-0.58,-0.7,-0.87
2024-03-24 16:24:43.6700,1.26,-0.57,1.25,-0.81,-0.46,-0.69
2024-03-24 16:24:43.6800,1.32,-0.7,0.92,-0.88,-0.15,-0.54
2024-03-24 16:24:43.6900,1.25,-1.08,0.42,-0.77,0.15,-0.43
2024-03-24 16:24:43.7000,1.12,-1.28,-0.01,-0.52,0.34,-0.38
2024-03-24 16:24:43.7100,0.77,-0.96,-0.4,-0.19,0.4,-0.36
2024-03-24 16:24:43.7200,0.38,-0.56,-0.66,0.13,0.34,-0.37
2024-03-24 16:24:43.7300,0.25,-0.46,-0.79,0.38,0.2,-0.39
2024-03-24 16:24:43.7400,-0.07,-0.41,-0.92,0.54,0.01,-0.44
2024-03-24 16:24:43.7500,-0.48,-0.24,-0.72,0.58,-0.24,-0.53
2024-03-24 16:24:43.7600,-0.6,0.02,-0.32,0.5,-0.5,-0.59
2024-03-24 16:24:43.7700,-0.39,0.15,-0.21,0.33,-0.58,-0.61
2024-03-24 16:24:43.7800,-0.25,0.06,-0.4,0.14,-0.5,-0.63
2024-03-24 16:24:43.7900,-0.06,-0.01,-0.2,-0.07,-0.38,-0.65
2024-03-24 16:24:43.8000,0.07,-0.12,-0.03,-0.25,-0.24,-0.65
2024-03-24 16:24:43.8100,0.22,-0.27,-0.07,-0.38,-0.14,-0.65
2024-03-24 16:24:43.8200,0.31,-0.47,-0.06,-0.43,-0.12,-0.65
2024-03-24 16:24:43.8300,0.33,-0.64,-0.03,-0.42,-0.18,-0.67
2024-03-24 16:24:43.8400,0.5,-0.68,-0.06,-0.37,-0.25,-0.67
